PU_Gap_Code,PU_Code,Gap_Code,HUC8_Basin_Name,CREP_Area,CRP_Area,NRCS_Area,CSP_Area,FDA_Area,IDNR_Area,NP_Area,All_Conservation_Area,Total_Area,Shape_Length,Shape_Area,CRP_Percent,CREP_Percent,NRCS_Percent,CSP_Percent,FDA_Percent,INDR_Percent,NP_Percent,Total_Conservation_Percent,size_class,C_Order,Link,DS_Order,DS_Link,US_L3NAME,NA_L2NAME,EPA_REGION
kasky10,kasky,10,Upper,0,36942.73235,0,0,0,0,0,36942.73235,10648383.94,23139.16876,10681541.48,0.003469328,0,0,0,0,0,0,0.003469328,1,1,1,3,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky100,kasky,100,Upper,0,849386.6902,0,0,0,0,0,849386.6902,3084281.024,12046.48088,3093822.889,0.27539212,0,0,0,0,0,0,0.27539212,2,4,24,4,25,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1000,kasky,1000,Shoal,0,25290.85893,0,0,0,0,0,25290.85893,3847168.287,14430.01532,3853336.64,0.006573889,0,0,0,0,0,0,0.006573889,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1001,kasky,1001,Shoal,0,0,0,0,0,0,0,0,1968161,8692.917445,1970700.804,0,0,0,0,0,0,0,0,1,1,1,2,3,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1002,kasky,1002,Shoal,0,101977.017,0,0,0,0,0,101977.017,2054614.744,10748.03387,2058121.987,0.049633157,0,0,0,0,0,0,0.049633157,1,2,5,2,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1003,kasky,1003,Upper,0,2415900.717,0,0,348870.4909,0,0,2764771.208,4748968.302,15282.4622,4760706.95,0.508721171,0,0,0,0.073462375,0,0,0.582183546,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1004,kasky,1004,Upper,0,83500.69362,0,0,0,291350.8087,0,374851.5023,2990920.379,10390.42782,2998685.209,0.02791806,0,0,0,0,0.097411757,0,0.125329817,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1005,kasky,1005,Upper,0,212291.0444,0,0,0,0,0,212291.0444,486809.6466,4831.570792,487850.8654,0.436086355,0,0,0,0,0,0,0.436086355,1,2,3,3,13,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1006,kasky,1006,Upper,0,4897012.161,0,0,599879.2604,0,0,5496891.421,8138294.179,19989.82474,8155501.713,0.601724643,0,0,0,0.073710688,0,0,0.675435331,1,3,10,3,13,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1007,kasky,1007,Upper,0,4571251.349,0,0,0,0,0,4571251.349,1665126.171,8817.36574,1668577.973,2.745288272,0,0,0,0,0,0,2.745288272,1,3,7,3,8,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1008,kasky,1008,Upper,0,3394080.827,0,0,0,0,0,3394080.827,3209321.521,11473.87731,3215882.243,1.057569584,0,0,0,0,0,0,1.057569584,1,1,1,3,7,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1009,kasky,1009,Upper,0,1009683.762,0,0,0,0,0,1009683.762,4455840.977,12777.04146,4467714.834,0.2265978,0,0,0,0,0,0,0.2265978,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky101,kasky,101,Upper,0,347091.6919,0,0,0,0,0,347091.6919,1875973.728,7611.359279,1881249.987,0.185019484,0,0,0,0,0,0,0.185019484,1,1,1,2,4,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1010,kasky,1010,Shoal,0,260137.5527,0,0,0,0,0,260137.5527,1663313.633,7969.196466,1665532.77,0.156397175,0,0,0,0,0,0,0.156397175,1,1,1,3,11,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1011,kasky,1011,Shoal,0,0,0,0,0,0,0,0,4509673.336,13984.71606,4515301.687,0,0,0,0,0,0,0,0,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1012,kasky,1012,Shoal,0,123.6991955,0,0,0,0,0,123.6991955,665153.1059,5010.600255,666062.5751,1.86E-04,0,0,0,0,0,0,1.86E-04,1,2,5,3,16,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1013,kasky,1013,Shoal,0,372667.2363,0,0,0,0,0,372667.2363,1001820.847,5795.681749,1003177.431,0.3719899,0,0,0,0,0,0,0.3719899,2,3,11,3,16,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1014,kasky,1014,Upper,0,625255.5106,0,0,0,0,0,625255.5106,1362162.674,7670.908803,1365418.806,0.45901677,0,0,0,0,0,0,0.45901677,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1015,kasky,1015,Shoal,0,0,0,0,0,0,0,0,11823.82415,543.2508931,11838.42691,0,0,0,0,0,0,0,0,1,2,2,2,3,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1016,kasky,1016,Shoal,0,5518.930794,0,0,0,0,0,5518.930794,2569630.099,8693.33646,2573185.387,0.002147753,0,0,0,0,0,0,0.002147753,1,1,1,2,5,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1017,kasky,1017,Shoal,0,583684.723,0,0,43374.07374,0,0,627058.7968,1594204.488,7004.351421,1596993.208,0.366129143,0,0,0,0.027207346,0,0,0.393336489,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1018,kasky,1018,Shoal,0,0,0,0,0,0,0,0,3761605.517,13221.15867,3766567.134,0,0,0,0,0,0,0,0,1,1,1,3,10,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1019,kasky,1019,Upper,0,826440.1525,0,0,0,0,0,826440.1525,5130179.789,12865.05018,5141723.811,0.161093799,0,0,0,0,0,0,0.161093799,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky102,kasky,102,Upper,0,1737035.881,0,0,0,0,0,1737035.881,9839436.277,19573.52201,9867472.874,0.17653815,0,0,0,0,0,0,0.17653815,1,2,4,3,24,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1020,kasky,1020,Upper,0,1797551.144,0,0,0,0,0,1797551.144,4523291.054,12743.85526,4533245.634,0.397398956,0,0,0,0,0,0,0.397398956,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1021,kasky,1021,Shoal,0,560663.3071,0,0,0,0,0,560663.3071,2550523.037,10445.51315,2554418.515,0.219822875,0,0,0,0,0,0,0.219822875,1,3,6,3,7,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1022,kasky,1022,Shoal,0,0,0,0,0,0,0,0,6442230.865,16072.84284,6451415.733,0,0,0,0,0,0,0,0,1,2,3,2,4,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1023,kasky,1023,Shoal,0,0,0,0,0,0,0,0,3270266.215,11289.31959,3274869.833,0,0,0,0,0,0,0,0,1,1,1,2,4,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1024,kasky,1024,Shoal,0,28971.01157,0,0,0,0,0,28971.01157,1047342.319,5675.536586,1049122.288,0.027661454,0,0,0,0,0,0,0.027661454,1,2,6,2,7,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1025,kasky,1025,Middle,0,2182270.845,0,0,0,0,0,2182270.845,5796218.755,17693.43686,5807246.733,0.376499048,0,0,0,0,0,0,0.376499048,1,2,5,2,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1026,kasky,1026,Shoal,0,0,0,0,0,0,0,0,1485909.984,6580.05339,1487790.813,0,0,0,0,0,0,0,0,1,2,3,3,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1027,kasky,1027,Shoal,0,139171.1782,0,0,0,0,0,139171.1782,2100103.122,9055.390802,2102729.141,0.066268735,0,0,0,0,0,0,0.066268735,1,2,3,3,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1028,kasky,1028,Upper,0,86418.93594,0,0,0,0,0,86418.93594,987288.8603,6825.287668,989513.8169,0.087531562,0,0,0,0,0,0,0.087531562,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1029,kasky,1029,Upper,865975.8904,4370250.296,0,0,67938.92202,1676129.661,0,6980294.769,10956431.49,22411.45968,10984490.36,0.398875336,0.079038133,0,0,0.006200826,0.152981348,0,0.637095643,2,3,15,3,16,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky103,kasky,103,Upper,0,443171.8174,0,0,0,0,0,443171.8174,1188196.314,6404.147171,1191851.034,0.372978617,0,0,0,0,0,0,0.372978617,2,4,25,4,26,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1030,kasky,1030,Upper,108436.9142,384498.9482,0,0,28165.10607,0,0,521100.9685,4343043.061,16370.41716,4354052.988,0.088532152,0.024967957,0,0,0.006485109,0,0,0.119985218,1,1,1,3,16,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1031,kasky,1031,Middle,0,756823.1538,0,0,0,0,0,756823.1538,10240296.57,22584.73814,10260135.3,0.073906371,0,0,0,0,0,0,0.073906371,1,1,1,2,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1032,kasky,1032,Shoal,0,0,0,0,0,0,0,0,40039.56676,1207.35954,40090.44977,0,0,0,0,0,0,0,0,1,3,6,3,11,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1033,kasky,1033,Upper,0,3548000.484,0,0,66161.14155,0,0,3614161.626,3324019.084,10690.50421,3331630.019,1.067382706,0,0,0,0.01990396,0,0,1.087286665,1,3,7,3,9,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1034,kasky,1034,Upper,0,0,0,0,0,0,0,0,310290.0244,2657.567338,310995.1476,0,0,0,0,0,0,0,0,1,2,2,3,9,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1035,kasky,1035,Shoal,0,314083.4036,0,0,0,0,0,314083.4036,5187509.953,15396.42111,5195891.602,0.060546082,0,0,0,0,0,0,0.060546082,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1036,kasky,1036,Shoal,0,981407.1248,0,0,0,0,0,981407.1248,5624308.423,14248.7058,5633008.962,0.174493831,0,0,0,0,0,0,0.174493831,1,1,1,3,7,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1037,kasky,1037,Shoal,0,0,0,0,0,0,0,0,1343064.511,10143.89458,1345215.617,0,0,0,0,0,0,0,0,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1038,kasky,1038,Upper,0,1955391.051,0,0,28781.04915,0,0,1984172.101,2212006.574,9300.230736,2216571.444,0.883989711,0,0,0,0.013011286,0,0,0.897000996,1,3,6,3,7,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1039,kasky,1039,Upper,0,4313490.444,0,0,83937.02439,0,0,4397427.468,19693418.1,30255.07596,19732753.27,0.219032086,0,0,0,0.004262187,0,0,0.223294273,1,2,3,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky104,kasky,104,Upper,0,591131.9254,0,0,0,0,0,591131.9254,2095080.482,9876.567648,2101594.673,0.282152371,0,0,0,0,0,0,0.282152371,1,1,1,4,26,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1040,kasky,1040,Shoal,0,653961.6325,0,0,0,0,0,653961.6325,2827111.855,14250.08732,2831926.757,0.23131792,0,0,0,0,0,0,0.23131792,1,2,7,2,8,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1041,kasky,1041,Shoal,0,98742.7372,0,0,0,0,0,98742.7372,1419501.824,7789.153495,1421939.521,0.069561543,0,0,0,0,0,0,0.069561543,1,1,1,2,7,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1042,kasky,1042,Shoal,0,594441.1913,0,0,0,0,0,594441.1913,4296515.774,13166.21879,4303679.042,0.138354244,0,0,0,0,0,0,0.138354244,1,1,1,2,8,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1043,kasky,1043,Upper,2241802.169,4074441.102,0,0,0,0,0,6316243.271,5596001.663,16306.09028,5607756.84,0.728098622,0.400607845,0,0,0,0,0,1.128706468,2,3,13,3,14,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1044,kasky,1044,Upper,0,0,0,0,0,0,0,0,2123751.146,8759.663838,2129398.888,0,0,0,0,0,0,0,0,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1045,kasky,1045,Shoal,0,0,0,0,4499.695558,0,0,4499.695558,1018203.593,5976.533306,1019492.653,0,0,0,0,0.004419249,0,0,0.004419249,1,2,5,3,11,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1046,kasky,1046,Upper,0,0,0,0,0,0,0,0,1768903.822,7972.182512,1772691.049,0,0,0,0,0,0,0,0,2,3,13,3,14,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1047,kasky,1047,Shoal,0,60714.86689,0,0,0,0,0,60714.86689,736115.1138,4648.526173,737162.1155,0.082480125,0,0,0,0,0,0,0.082480125,1,2,4,3,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1048,kasky,1048,Shoal,0,562817.1281,0,0,53963.05208,0,0,616780.1802,2209297.908,9900.457863,2212120.233,0.254749315,0,0,0,0.02442543,0,0,0.279174745,2,3,11,3,90011,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1049,kasky,1049,Shoal,0,94748.77193,0,0,0,0,0,94748.77193,226576.5377,2777.32066,226958.2809,0.418175566,0,0,0,0,0,0,0.418175566,1,2,8,2,9,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky105,kasky,105,Upper,0,412315.8807,0,0,0,0,0,412315.8807,1800531.559,8034.571233,1805595.35,0.228996753,0,0,0,0,0,0,0.228996753,1,2,3,2,4,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1050,kasky,1050,Upper,0,7387509.296,0,0,0,0,0,7387509.296,6122055.976,16125.64521,6135332.181,1.206703977,0,0,0,0,0,0,1.206703977,1,1,1,3,14,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1051,kasky,1051,Shoal,0,153945.1226,0,0,0,0,0,153945.1226,4072858.757,12557.81074,4078764.638,0.037797805,0,0,0,0,0,0,0.037797805,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1052,kasky,1052,Shoal,0,234554.1666,0,0,0,0,0,234554.1666,530480.3231,3803.467467,531237.8645,0.44215432,0,0,0,0,0,0,0.44215432,1,2,2,3,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1053,kasky,1053,Upper,0,153259.2109,0,0,0,0,0,153259.2109,3323955.209,11719.65772,3332860.92,0.046107484,0,0,0,0,0,0,0.046107484,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1054,kasky,1054,Shoal,0,2512583.529,0,0,27180.17105,0,0,2539763.7,4738901.76,15035.07388,4747126.288,0.53020376,0,0,0,0.005735542,0,0,0.535939302,1,1,1,2,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1055,kasky,1055,Shoal,0,122630.5189,0,0,0,0,0,122630.5189,3430397.956,11107.50244,3434604.137,0.03574819,0,0,0,0,0,0,0.03574819,1,1,1,2,3,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1056,kasky,1056,Middle,0,2124456.664,0,0,0,0,0,2124456.664,1272056.563,6763.611541,1274477.662,1.670096068,0,0,0,0,0,0,1.670096068,1,2,6,3,8,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1057,kasky,1057,Middle,0,6333590.454,0,0,0,0,0,6333590.454,8197474.714,19082.57178,8212767.765,0.772627019,0,0,0,0,0,0,0.772627019,1,2,2,3,8,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1058,kasky,1058,Upper,304547.6928,6290398.423,0,0,327271.8486,0,0,6922217.964,4539642.045,14677.61628,4550645.653,1.385659565,0.067086279,0,0,0.072091994,0,0,1.524837839,2,6,397,6,399,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1059,kasky,1059,Shoal,0,55044.68649,0,0,0,0,0,55044.68649,1506820.302,6822.508354,1509202.264,0.036530359,0,0,0,0,0,0,0.036530359,1,2,2,2,3,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky106,kasky,106,Upper,0,0,0,0,0,0,0,0,6502328.969,19509.34627,6518514.802,0,0,0,0,0,0,0,0,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1060,kasky,1060,Upper,0,2289220.531,0,0,244987.5817,0,0,2534208.113,2465887.513,9541.752888,2470937.145,0.92835562,0,0,0,0.099350672,0,0,1.027706292,1,2,3,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1061,kasky,1061,Upper,2180144.233,1068563.231,0,0,2484.842409,0,0,3251192.306,2559633.419,10691.5294,2565922.861,0.417467291,0.851740807,0,0,9.71E-04,0,0,1.270178879,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1062,kasky,1062,Upper,644701.7992,444741.9828,0,0,77178.76057,0,0,1166622.543,257495.0178,2657.618093,258119.8983,1.72718675,2.503744751,0,0,0.299729141,0,0,4.530660642,1,2,2,6,399,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1063,kasky,1063,Shoal,0,291117.0735,0,0,0,0,0,291117.0735,4706734.917,15989.18571,4712434.402,0.061851173,0,0,0,0,0,0,0.061851173,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1064,kasky,1064,Middle,0,1765158.157,0,0,0,0,0,1765158.157,2710704.86,12318.46109,2715619.157,0.651180504,0,0,0,0,0,0,0.651180504,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1065,kasky,1065,Shoal,0,6372045.544,0,0,0,0,0,6372045.544,4503178.544,12556.7582,4509258.53,1.415010638,0,0,0,0,0,0,1.415010638,2,3,16,4,28,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1066,kasky,1066,Shoal,0,0,0,0,0,0,0,0,2717027.749,8753.832532,2720819.85,0,0,0,0,0,0,0,0,1,1,1,3,11,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1067,kasky,1067,Shoal,0,0,0,0,0,0,0,0,1517727.574,8029.356921,1519815.773,0,0,0,0,0,0,0,0,1,1,1,3,12,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1069,kasky,1069,Shoal,0,39360.96811,0,0,0,0,0,39360.96811,1168343.791,6761.454096,1169872.451,0.033689543,0,0,0,0,0,0,0.033689543,1,1,1,3,14,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky107,kasky,107,Upper,0,0,0,0,0,0,0,0,4672061.3,19419.07129,4683583.938,0,0,0,0,0,0,0,0,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1070,kasky,1070,Upper,0,0,0,0,0,0,0,0,397627.9116,3140.268687,398434.7156,0,0,0,0,0,0,0,0,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1071,kasky,1071,Upper,0,0,0,0,0,0,0,0,2417642.541,11111.67575,2422491.006,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1072,kasky,1072,Shoal,0,0,0,0,0,0,0,0,155604.4464,2414.912556,155806.6013,0,0,0,0,0,0,0,0,2,3,13,3,14,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1074,kasky,1074,Shoal,0,402851.1054,0,0,0,0,0,402851.1054,2464940.621,9659.481789,2468292.649,0.163432377,0,0,0,0,0,0,0.163432377,2,3,12,4,28,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1075,kasky,1075,Shoal,0,951638.7231,0,0,0,0,0,951638.7231,191087.3261,2656.16251,191343.5532,4.980124755,0,0,0,0,0,0,4.980124755,2,4,28,4,90028,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1076,kasky,1076,Upper,0,1099667,0,0,67118.17742,0,0,1166785.178,3079177.8,12322.33838,3086756.868,0.357130075,0,0,0,0.021797435,0,0,0.37892751,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1077,kasky,1077,Shoal,0,840171.9825,0,0,0,0,0,840171.9825,3170207.17,12497.85294,3175024.942,0.26502116,0,0,0,0,0,0,0.26502116,1,3,7,3,8,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1078,kasky,1078,Shoal,0,2593917.345,0,0,0,0,0,2593917.345,15391284.26,27722.21792,15414374.11,0.168531573,0,0,0,0,0,0,0.168531573,1,1,1,3,8,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1079,kasky,1079,Shoal,0,94708.22073,0,0,0,0,0,94708.22073,2800752.759,9779.394242,2804466.644,0.033815274,0,0,0,0,0,0,0.033815274,1,1,1,1,90001,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky108,kasky,108,Upper,0,347121.8373,0,0,0,0,0,347121.8373,1159996.307,6342.978626,1163241.429,0.299243916,0,0,0,0,0,0,0.299243916,1,2,2,2,3,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1080,kasky,1080,Middle,0,3970121.011,0,0,0,0,0,3970121.011,7518175.796,18047.23797,7531948.625,0.528069723,0,0,0,0,0,0,0.528069723,1,1,1,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1081,kasky,1081,Middle,0,49679.76278,0,0,0,0,0,49679.76278,242040.7318,2596.8573,242485.6065,0.205253729,0,0,0,0,0,0,0.205253729,1,2,3,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1082,kasky,1082,Shoal,0,38816.5443,0,0,0,0,0,38816.5443,3423147.286,11893.18033,3427870.501,0.011339432,0,0,0,0,0,0,0.011339432,2,3,11,3,12,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1085,kasky,1085,Shoal,0,44537.18507,0,0,0,0,0,44537.18507,1170156.224,7849.707618,1172149.214,0.038060888,0,0,0,0,0,0,0.038060888,1,1,1,2,9,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1086,kasky,1086,Upper,92210.16148,422947.0246,0,0,0,0,0,515157.1861,717910.8861,5978.673269,719441.243,0.589135828,0.12844235,0,0,0,0,0,0.717578179,2,3,14,4,28,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1087,kasky,1087,Upper,262983.1192,130441.3273,0,0,0,0,0,393424.4465,974538.2383,5495.251033,976604.3427,0.133849368,0.26985408,0,0,0,0,0,0.403703447,2,3,14,4,28,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1088,kasky,1088,Shoal,0,5884703.701,0,0,138.2863756,0,0,5884841.987,4855337.298,16786.38655,4863909.635,1.212007187,0,0,0,2.85E-05,0,0,1.212035668,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky109,kasky,109,Upper,0,1983217.622,0,0,42823.52485,0,0,2026041.146,3279846.351,13230.32012,3289319.826,0.604667844,0,0,0,0.013056564,0,0,0.617724408,2,3,25,3,26,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1090,kasky,1090,Upper,0,320214.5921,0,0,0,0,0,320214.5921,10866377.67,23314.14437,10891809.39,0.029468384,0,0,0,0,0,0,0.029468384,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1091,kasky,1091,Shoal,0,242595.5368,0,0,0,0,0,242595.5368,4516894.614,14793.22797,4524142.512,0.053708478,0,0,0,0,0,0,0.053708478,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1092,kasky,1092,Shoal,0,30251.70327,0,0,0,0,0,30251.70327,1296638.718,6822.322098,1298670.352,0.023330865,0,0,0,0,0,0,0.023330865,1,2,3,2,4,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1093,kasky,1093,Middle,0,422686.6652,0,0,0,0,0,422686.6652,1904480.777,9843.05898,1907907.85,0.221943256,0,0,0,0,0,0,0.221943256,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1094,kasky,1094,Middle,0,334817.1019,0,0,0,0,0,334817.1019,1547766.781,8816.192756,1550550.312,0.216322708,0,0,0,0,0,0,0.216322708,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1095,kasky,1095,Upper,0,0,0,0,0,0,0,0,90072.5636,1570.371101,90281.80041,0,0,0,0,0,0,0,0,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1096,kasky,1096,Upper,0,102102.9764,0,0,0,0,0,102102.9764,1875371.607,7912.399877,1879697.356,0.05444413,0,0,0,0,0,0,0.05444413,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1097,kasky,1097,Shoal,0,0,0,0,0,0,0,0,1888971.943,9175.800108,1891328.365,0,0,0,0,0,0,0,0,1,2,4,2,5,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1098,kasky,1098,Middle,0,785337.496,0,0,0,0,0,785337.496,2157411.733,9963.562404,2161341.524,0.364018367,0,0,0,0,0,0,0.364018367,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1099,kasky,1099,Middle,0,224231.3557,0,0,0,0,0,224231.3557,1060974.276,6038.841272,1062984,0.211344762,0,0,0,0,0,0,0.211344762,1,3,8,3,9,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky11,kasky,11,Upper,0,720063.3706,0,0,0,0,0,720063.3706,9029456.056,17823.66894,9057070.364,0.079746041,0,0,0,0,0,0,0.079746041,1,3,5,3,6,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky110,kasky,110,Upper,0,96655.3308,0,0,0,0,0,96655.3308,7089152.977,19088.9956,7108818.9,0.013634257,0,0,0,0,0,0,0.013634257,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky1100,kasky,1100,Shoal,0,359105.6718,0,0,24380.1403,0,0,383485.8121,2674238.096,11049.62227,2678729.491,0.134283358,0,0,0,0.009116668,0,0,0.143400026,1,2,9,2,10,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1101,kasky,1101,Shoal,0,252522.3979,0,0,25991.59977,0,0,278513.9977,4272132.261,15094.71271,4279210.822,0.059109218,0,0,0,0.006083988,0,0,0.065193206,1,1,1,2,10,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1102,kasky,1102,Upper,0,3953690.906,0,0,0,0,0,3953690.906,7536874.675,17996.74694,7552597.417,0.524579627,0,0,0,0,0,0,0.524579627,1,1,1,3,14,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky1103,kasky,1103,Upper,0,2814697.528,0,0,0,0,0,2814697.528,13258434.56,26994.48233,13284799.72,0.212294861,0,0,0,0,0,0,0.212294861,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
