PU_Gap_Code,PU_Code,Gap_Code,HUC8_Basin_Name,CREP_Area,CRP_Area,NRCS_Area,CSP_Area,FDA_Area,IDNR_Area,NP_Area,All_Conservation_Area,Total_Area,Shape_Length,Shape_Area,CRP_Percent,CREP_Percent,NRCS_Percent,CSP_Percent,FDA_Percent,INDR_Percent,NP_Percent,Total_Conservation_Percent,size_class,C_Order,Link,DS_Order,DS_Link,US_L3NAME,NA_L2NAME,EPA_REGION
kasky2479,kasky,2479,Shoal,0,664583.9615,0,0,79684.67528,0,0,744268.6368,1248399.085,8814.609929,1250198.604,0.532348965,0,0,0,0.063829489,0,0,0.596178454,2,5,210,5,211,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky248,kasky,248,Upper,0,117536.7853,0,0,0,0,0,117536.7853,4234968.97,17198.4126,4244791.701,0.027753872,0,0,0,0,0,0,0.027753872,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2480,kasky,2480,Shoal,0,0,0,30269.47692,3341.391576,0,0,33610.86849,4063705.151,13583.88532,4069460.754,0,0,0,0.007448738,8.22E-04,0,0,0.008270991,1,1,1,5,211,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2481,kasky,2481,Shoal,3568484.014,6290379.928,0,174360.2008,0,0,0,10033224.14,2583257.455,11411.05705,2587219.824,2.435057302,1.381389225,0,0.067496254,0,0,0,3.883942781,2,5,73,5,74,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2482,kasky,2482,Shoal,0,1803575.26,0,0,0,0,0,1803575.26,2270260.098,10565.56129,2273600.451,0.794435519,0,0,0,0,0,0,0.794435519,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2483,kasky,2483,Shoal,54833.01537,521189.6667,0,21182.0316,0,0,0,597204.7136,1091915.692,6158.348796,1093604.675,0.477316766,0.050217261,0,0.019398963,0,0,0,0.54693299,1,1,1,5,73,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2484,kasky,2484,Lower,0,12968.68527,0,28961.48608,0,0,0,41930.17134,2294813.075,9507.23788,2297173.113,0.005651304,0,0,0.012620412,0,0,0,0.018271715,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2485,kasky,2485,Lower,0,0,0,0,0,0,0,0,1496376.194,8827.285643,1497904.581,0,0,0,0,0,0,0,0,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2486,kasky,2486,Lower,0,0,0,0,0,0,0,0,1480432.073,9356.743024,1482137.02,0,0,0,0,0,0,0,0,1,1,1,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2487,kasky,2487,Lower,0,128688.0594,0,0,0,0,0,128688.0594,4806211.986,16843.10567,4812743.724,0.026775361,0,0,0,0,0,0,0.026775361,1,1,1,2,5,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2488,kasky,2488,Lower,0,107095.4156,0,0,0,0,0,107095.4156,2684248.422,10383.87194,2687820.688,0.039897729,0,0,0,0,0,0,0.039897729,1,2,4,2,5,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2489,kasky,2489,Middle,0,936044.4142,0,0,0,0,0,936044.4142,11408029.35,22477.90892,11435231.19,0.082051368,0,0,0,0,0,0,0.082051368,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky249,kasky,249,Upper,0,17562.67526,0,0,0,0,0,17562.67526,194713.4923,2476.861332,195223.6272,0.090197526,0,0,0,0,0,0,0.090197526,2,4,36,4,37,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2490,kasky,2490,Middle,0,698250.174,0,0,0,0,0,698250.174,4768854.963,14556.03118,4779868.926,0.146418832,0,0,0,0,0,0,0.146418832,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2491,kasky,2491,Middle,0,151669.4173,0,0,0,0,0,151669.4173,3180151.336,10993.10677,3187641.169,0.047692516,0,0,0,0,0,0,0.047692516,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2492,kasky,2492,Shoal,0,3562659.83,0,0,0,0,0,3562659.83,3398585.153,12799.6736,3403706.576,1.048277347,0,0,0,0,0,0,1.048277347,2,5,74,5,75,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2493,kasky,2493,Middle,0,1212.008862,0,0,0,0,0,1212.008862,3385737.403,10569.28819,3393175.853,3.58E-04,0,0,0,0,0,0,3.58E-04,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2494,kasky,2494,Shoal,0,0,0,0,0,0,0,0,12130300.51,25238.56169,12149910.66,0,0,0,0,0,0,0,0,1,2,4,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2495,kasky,2495,Shoal,0,0,0,0,0,0,0,0,1873531.108,8996.809713,1876611.324,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2496,kasky,2496,Shoal,0,0,0,0,0,0,0,0,4547.305676,422.6685732,4554.71053,0,0,0,0,0,0,0,0,1,2,2,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2497,kasky,2497,Lower,0,0,0,0,114529.3188,0,0,114529.3188,655138.377,4648.287839,655861.6983,0,0,0,0,0.17481699,0,0,0.17481699,2,4,40,4,41,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2498,kasky,2498,Lower,0,0,0,0,11499.92895,0,0,11499.92895,1756168.22,7967.978375,1758082.879,0,0,0,0,0.006548307,0,0,0.006548307,1,1,1,4,42,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2499,kasky,2499,Middle,0,47104.6934,0,0,0,0,0,47104.6934,616942.9773,5978.607967,618185.6555,0.076351778,0,0,0,0,0,0,0.076351778,1,1,1,5,70,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky25,kasky,25,Upper,0,2690306.858,0,0,0,0,0,2690306.858,54307998.25,58352.33058,54467349.13,0.049537949,0,0,0,0,0,0,0.049537949,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky250,kasky,250,Upper,0,743881.9151,0,18189.17103,0,0,0,762071.0862,15596597.64,31786.36034,15645960.59,0.04769514,0,0,0.001166227,0,0,0,0.048861367,1,1,1,4,78,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2500,kasky,2500,Middle,0,167236.7413,0,0,0,0,0,167236.7413,427647.7408,3502.634415,428528.1876,0.391061908,0,0,0,0,0,0,0.391061908,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2501,kasky,2501,Middle,0,0,0,0,0,0,0,0,1577837.486,8636.317111,1581201.21,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2502,kasky,2502,Shoal,0,0,0,0,0,0,0,0,2360361.197,10325.09189,2364242.943,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2503,kasky,2503,Middle,0,3189841.324,0,0,0,0,0,3189841.324,3885357.133,14914.73943,3892355.467,0.820990507,0,0,0,0,0,0,0.820990507,2,4,84,4,85,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2504,kasky,2504,Middle,0,1770837.95,0,0,0,0,0,1770837.95,2797119.791,12137.12149,2802237.205,0.633093354,0,0,0,0,0,0,0.633093354,1,1,1,4,85,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2505,kasky,2505,Lower,0,0,0,0,123069.9641,0,0,123069.9641,1458575.577,7183.291609,1460174.418,0,0,0,0,0.084376817,0,0,0.084376817,2,4,41,4,42,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2506,kasky,2506,Lower,0,0,0,0,0,0,0,0,1792555.743,8149.302259,1794555.3,0,0,0,0,0,0,0,0,1,1,1,4,41,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2507,kasky,2507,Middle,0,0,0,0,0,0,0,0,4125501.176,11414.94434,4134734.393,0,0,0,0,0,0,0,0,1,1,1,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2508,kasky,2508,Lower,0,91465.8619,0,0,0,0,0,91465.8619,159240.4721,1992.349397,159453.4553,0.574388287,0,0,0,0,0,0,0.574388287,1,2,5,2,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2509,kasky,2509,Lower,0,0,0,0,0,0,0,0,2386728.225,11046.44722,2389230.998,0,0,0,0,0,0,0,0,1,1,1,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky251,kasky,251,Upper,0,81379.64828,0,0,0,0,0,81379.64828,439476.1433,3866.180424,440624.6403,0.185174211,0,0,0,0,0,0,0.185174211,2,4,37,4,38,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2510,kasky,2510,Lower,0,0,0,0,0,0,0,0,322118.2007,3983.962901,322453.2589,0,0,0,0,0,0,0,0,1,2,3,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2511,kasky,2511,Middle,0,726647.5616,0,0,0,0,0,726647.5616,2614179.334,8454.770845,2619708.478,0.27796393,0,0,0,0,0,0,0.27796393,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2512,kasky,2512,Middle,0,1364873.754,0,0,0,0,0,1364873.754,1174687.121,7005.974592,1177361.326,1.161904076,0,0,0,0,0,0,1.161904076,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2513,kasky,2513,Lower,0,0,0,0,0,0,0,0,2708855.531,11106.53241,2711763.566,0,0,0,0,0,0,0,0,1,2,3,4,45,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2514,kasky,2514,Shoal,0,0,0,0,0,0,0,0,3447710.495,10626.61398,3453183.911,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2515,kasky,2515,Shoal,0,0,0,0,0,0,0,0,2040984.015,10445.25669,2044189.894,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2516,kasky,2516,Lower,0,178555.3587,0,0,157156.5677,0,0,335711.9264,1056439.777,7484.837379,1057586.738,0.169016126,0,0,0,0.148760555,0,0,0.317776681,2,4,42,4,45,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2517,kasky,2517,Middle,0,122118.003,0,0,0,0,0,122118.003,1276611.78,6522.365666,1279234.887,0.095657901,0,0,0,0,0,0,0.095657901,1,2,3,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2518,kasky,2518,Shoal,0,411003.4083,0,0,0,0,0,411003.4083,1022734.581,5675.627785,1024390.359,0.401867127,0,0,0,0,0,0,0.401867127,1,3,6,3,7,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2519,kasky,2519,Shoal,0,489381.0601,0,107.439569,105462.6451,0,0,594951.1448,1021834.007,6942.843063,1023306.628,0.478924225,0,0,1.05E-04,0.103209175,0,0,0.582238544,2,5,211,5,212,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky252,kasky,252,Upper,0,76939.33889,0,0,0,0,0,76939.33889,1467547.501,6523.712213,1471352.217,0.052427154,0,0,0,0,0,0,0.052427154,1,1,1,4,38,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2520,kasky,2520,Lower,0,147792.4845,0,0,73158.72258,0,0,220951.2071,2803503.8,9778.954012,2806701.646,0.052717062,0,0,0,0.02609546,0,0,0.078812523,1,1,1,2,5,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2521,kasky,2521,Shoal,0,444945.2274,0,0,214576.9606,0,0,659522.1879,784364.4153,5735.032054,785484.7506,0.567268503,0,0,0,0.273567944,0,0,0.840836447,1,1,1,5,212,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2522,kasky,2522,Middle,0,0,0,0,0,0,0,0,1786168.77,8513.876847,1789247.149,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2523,kasky,2523,Middle,0,0,0,0,0,0,0,0,1910837.96,8211.673418,1914098.909,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2524,kasky,2524,Middle,0,596812.1355,0,0,0,0,0,596812.1355,1516813.335,8879.11598,1520472.419,0.393464457,0,0,0,0,0,0,0.393464457,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2525,kasky,2525,Middle,0,868696.6438,0,0,0,0,0,868696.6438,2695183.268,11174.37845,2701646.494,0.322314499,0,0,0,0,0,0,0.322314499,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2526,kasky,2526,Middle,0,227452.8354,0,0,0,0,0,227452.8354,5245650.138,16728.83911,5256633.903,0.043360276,0,0,0,0,0,0,0.043360276,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2527,kasky,2527,Middle,0,355137.1833,0,0,0,0,0,355137.1833,3446745.087,12684.58733,3455149.78,0.103035523,0,0,0,0,0,0,0.103035523,1,2,3,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2528,kasky,2528,Middle,0,177333.5915,0,0,0,0,0,177333.5915,72785.47091,1509.97417,72961.17816,2.436387225,0,0,0,0,0,0,2.436387225,1,2,3,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2529,kasky,2529,Lower,0,439974.326,0,0,0,0,0,439974.326,8477767.708,17929.17506,8488822.863,0.051897426,0,0,0,0,0,0,0.051897426,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky253,kasky,253,Upper,0,0,0,0,0,0,0,0,21544279.27,31959.89707,21606731.36,0,0,0,0,0,0,0,0,1,1,1,2,2,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2530,kasky,2530,Lower,0,1163651.077,0,0,0,0,0,1163651.077,9783436.218,22215.73372,9795889.269,0.118940938,0,0,0,0,0,0,0.118940938,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2531,kasky,2531,Lower,0,284487.2696,0,0,83684.70935,0,0,368171.9789,232950.7319,2776.63474,233201.3576,1.221233637,0,0,0,0.359237804,0,0,1.580471441,2,4,45,4,46,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2532,kasky,2532,Lower,0,0,0,0,13471.44607,0,0,13471.44607,1725201.191,8511.07359,1727033.798,0,0,0,0,0.007808623,0,0,0.007808623,1,1,1,4,46,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2533,kasky,2533,Lower,0,0,0,0,0,0,0,0,4359473.699,14609.51357,4365405.279,0,0,0,0,0,0,0,0,1,1,1,2,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2534,kasky,2534,Middle,0,315432.9039,0,0,0,0,0,315432.9039,2106499.693,10447.87068,2110881.213,0.149742677,0,0,0,0,0,0,0.149742677,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2535,kasky,2535,Lower,0,709664.1061,0,0,0,0,0,709664.1061,1843498.131,7847.485287,1845961.054,0.384955153,0,0,0,0,0,0,0.384955153,1,2,6,2,7,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2536,kasky,2536,Shoal,0,0,0,0,0,0,0,0,505909.8235,5192.425401,506707.4392,0,0,0,0,0,0,0,0,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2537,kasky,2537,Shoal,0,43232.66542,0,0,0,0,0,43232.66542,1702481.652,9056.399431,1705142.992,0.02539391,0,0,0,0,0,0,0.02539391,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2538,kasky,2538,Lower,0,0,0,0,0,0,0,0,4876313.715,17626.93706,4882422.075,0,0,0,0,0,0,0,0,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2539,kasky,2539,Lower,0,0,0,0,0,0,0,0,2441334.14,10745.74984,2444378.991,0,0,0,0,0,0,0,0,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky254,kasky,254,Upper,0,421566.481,0,0,0,0,0,421566.481,6012100.928,13951.9203,6026448.08,0.070119661,0,0,0,0,0,0,0.070119661,1,1,1,3,5,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2540,kasky,2540,Lower,0,275646.6983,0,0,0,0,0,275646.6983,1619663.383,8269.675794,1621358.459,0.170187646,0,0,0,0,0,0,0.170187646,1,2,4,2,5,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2541,kasky,2541,Lower,0,402221.4633,0,0,0,0,0,402221.4633,376713.9742,4346.197181,377204.5501,1.067710493,0,0,0,0,0,0,1.067710493,1,2,3,3,11,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2542,kasky,2542,Lower,0,16406.69559,0,0,0,0,0,16406.69559,30026.81725,845.1961048,30065.90168,0.54640142,0,0,0,0,0,0,0.54640142,1,2,8,3,11,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2543,kasky,2543,Lower,0,327311.2457,0,0,0,0,0,327311.2457,5512252.525,13108.03573,5517908.276,0.059378855,0,0,0,0,0,0,0.059378855,1,1,1,2,5,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2544,kasky,2544,Middle,0,171619.6585,0,0,0,0,0,171619.6585,2121928.034,9781.879143,2125694.652,0.080879114,0,0,0,0,0,0,0.080879114,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2545,kasky,2545,Middle,0,542703.2291,0,0,0,0,0,542703.2291,6336709.157,18477.17116,6347784.192,0.085644333,0,0,0,0,0,0,0.085644333,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2546,kasky,2546,Lower,0,298114.6678,0,0,0,0,0,298114.6678,3427635.289,13462.20851,3432148.21,0.086973859,0,0,0,0,0,0,0.086973859,1,2,7,2,8,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2547,kasky,2547,Shoal,0,0,0,0,0,0,0,0,4320307.346,12073.68759,4326299.661,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2548,kasky,2548,Shoal,0,0,0,0,0,0,0,0,2646094.352,10143.33418,2650115.109,0,0,0,0,0,0,0,0,1,1,1,5,75,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2549,kasky,2549,Middle,0,1257859.286,0,0,0,0,0,1257859.286,8671578.805,17693.34347,8687862.681,0.145055395,0,0,0,0,0,0,0.145055395,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky255,kasky,255,Upper,0,1677036.114,0,0,0,0,0,1677036.114,7238867.372,19149.53681,7258037.42,0.231671065,0,0,0,0,0,0,0.231671065,1,1,1,4,37,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2550,kasky,2550,Middle,0,6730.887201,0,0,162168.4381,0,0,168899.3253,1624216.31,8574.530888,1627222.594,0.004144083,0,0,0,0.099844114,0,0,0.103988197,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2551,kasky,2551,Shoal,0,35785.99828,0,0,0,0,0,35785.99828,2190197.004,10685.96697,2193378.379,0.016339169,0,0,0,0,0,0,0.016339169,2,5,212,5,214,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2552,kasky,2552,Shoal,0,279096.6885,0,0,114079.8383,0,0,393176.5268,4778909.015,15636.28978,4785684.465,0.058401758,0,0,0,0.023871523,0,0,0.082273282,1,2,2,5,214,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2553,kasky,2553,Shoal,0,0,0,0,0,0,0,0,20932.25565,1086.78019,20962.53285,0,0,0,0,0,0,0,0,2,5,214,5,215,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2554,kasky,2554,Middle,0,1882473.798,0,0,0,0,0,1882473.798,2757081.851,11354.06474,2762782.826,0.682777625,0,0,0,0,0,0,0.682777625,1,1,1,2,4,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2555,kasky,2555,Shoal,0,0,0,0,0,0,0,0,2667914.769,10445.75836,2672456.716,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2556,kasky,2556,Shoal,0,0,0,0,0,0,0,0,5469551.372,14491.65709,5478756.991,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2557,kasky,2557,Shoal,0,60782.89759,0,0,0,0,0,60782.89759,1682461.091,9117.403494,1685195.928,0.036127372,0,0,0,0,0,0,0.036127372,1,1,1,3,7,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2558,kasky,2558,Shoal,0,0,0,0,0,0,0,0,4566868.745,12195.23117,4573163.978,0,0,0,0,0,0,0,0,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2559,kasky,2559,Middle,4289763.546,11989992.4,362882.6826,0,275187.9778,970031.4181,0,17887858.03,13557850.67,28202.04008,13584826.51,0.884357904,0.316404396,0.026765502,0,0.020297316,0.071547581,0,1.319372699,1,2,4,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky256,kasky,256,Upper,0,0,0,0,0,0,0,0,3068901.608,14314.97043,3076473.468,0,0,0,0,0,0,0,0,1,1,1,3,11,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2560,kasky,2560,Shoal,0,1894692.588,0,138019.978,0,0,0,2032712.566,8505095.725,19019.34771,8518724.192,0.22277146,0,0,0.016227916,0,0,0,0.238999375,1,3,7,3,10,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2561,kasky,2561,Shoal,0,0,0,0,0,0,0,0,1026392.558,7607.532242,1028014.183,0,0,0,0,0,0,0,0,1,2,3,3,10,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2562,kasky,2562,Shoal,0,0,0,0,0,0,0,0,1040948.263,6520.705246,1042462.248,0,0,0,0,0,0,0,0,2,5,215,5,216,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2563,kasky,2563,Shoal,0,8943147.998,0,0,234314.7382,0,0,9177462.736,6877236.582,16542.98776,6887447.971,1.30039848,0,0,0,0.03407106,0,0,1.33446954,2,5,75,5,76,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2564,kasky,2564,Shoal,0,263546.4818,0,0,0,0,0,263546.4818,1777078.505,9176.749167,1779615.329,0.14830323,0,0,0,0,0,0,0.14830323,1,1,1,5,215,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2565,kasky,2565,Lower,0,888628.2926,0,0,0,0,0,888628.2926,4920883.409,14004.83394,4927231.962,0.180583082,0,0,0,0,0,0,0.180583082,2,3,11,3,14,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2566,kasky,2566,Lower,0,452315.874,0,22204.88708,0,0,0,474520.7611,1863508.177,8632.303456,1865877.026,0.242722774,0,0,0.011915637,0,0,0,0.254638411,1,2,3,3,14,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2567,kasky,2567,Shoal,0,0,0,0,0,0,0,0,349405.7284,3200.300061,349992.6715,0,0,0,0,0,0,0,0,1,2,2,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2568,kasky,2568,Shoal,0,154186.5098,0,0,0,0,0,154186.5098,4297584.72,11834.58834,4304725.863,0.03587748,0,0,0,0,0,0,0.03587748,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2569,kasky,2569,Middle,0,131634.2151,0,0,0,0,0,131634.2151,4254746.869,15218.9853,4263411.656,0.030938201,0,0,0,0,0,0,0.030938201,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky257,kasky,257,Upper,0,0,0,0,0,0,0,0,3780321.289,14616.65211,3789496.316,0,0,0,0,0,0,0,0,1,3,10,3,11,Central Corn Belt Plains,CENTRAL USA PLAINS,5
kasky2570,kasky,2570,Lower,0,245745.2908,0,96108.17941,0,0,0,341853.4702,22467838.17,40143.16322,22494719.95,0.010937647,0,0,0.004277589,0,0,0,0.015215236,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2571,kasky,2571,Lower,0,0,0,5057.847428,0,0,0,5057.847428,1270256.993,8028.324175,1271722.076,0,0,0,0.003981751,0,0,0,0.003981751,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2572,kasky,2572,Shoal,0,237497.0556,0,0,0,0,0,237497.0556,3157455.691,11834.11734,3162209.627,0.075217859,0,0,0,0,0,0,0.075217859,1,1,1,5,76,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2573,kasky,2573,Middle,0,122476.9484,0,0,0,0,0,122476.9484,4183752.285,12985.28129,4193063.491,0.029274426,0,0,0,0,0,0,0.029274426,1,1,1,2,3,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2574,kasky,2574,Middle,2592671.004,5224676.559,204612.9446,0,287388.0257,0,0,8309348.533,6469601.1,17390.65813,6481361.753,0.807573215,0.400746656,0.031626825,0,0.04442129,0,0,1.284367986,2,4,85,4,88,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2575,kasky,2575,Middle,0,2331093.569,169108.1003,0,499593.5502,61996.65822,0,3061791.878,4866210.73,16425.81626,4875830.547,0.479036708,0,0.034751496,0,0.102665827,0.012740233,0,0.629194264,1,2,2,3,6,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2576,kasky,2576,Middle,0,380148.7638,0,0,0,0,0,380148.7638,5079146.901,14974.95725,5088274.392,0.074845003,0,0,0,0,0,0,0.074845003,1,2,3,4,88,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2577,kasky,2577,Shoal,0,1057948.134,0,0,0,0,0,1057948.134,358494.237,3743.157436,359024.4292,2.951088258,0,0,0,0,0,0,2.951088258,2,5,76,5,77,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
kasky2578,kasky,2578,Middle,0,80214.30326,0,0,0,0,0,80214.30326,3002686.47,12139.99984,3009446.837,0.026714179,0,0,0,0,0,0,0.026714179,1,1,1,2,2,Interior River Valleys and Hills,SOUTHEASTERN USA PLAINS,4
