"ID","SurveyYear","SurveyEvent","PU_Gap_Code","Date","ReachName","X","Y","Purpose"
433,10217.00,20419.00,2113.00,"2015","F10",38.98,-89.23,"focal"
434,10218.00,20420.00,2113.00,"8/9/2013","F10",38.98,-89.23,"focal"
435,10218.00,20421.00,2113.00,"11/26/2013","F10",38.98,-89.23,"focal"
436,10216.00,20418.00,2113.00,"5/20/2014","F10",38.98,-89.23,"focal"
437,10216.00,20417.00,2113.00,"7/14/2014","F10",38.98,-89.23,"focal"
438,10219.00,20422.00,2115.00,"6/21/2017","2115",38.98,-89.35,"random"
439,10221.00,20425.00,2117.00,"2017","2117",38.97,-89.41,"paired"
440,10220.00,20423.00,2117.00,"6/30/2016","2117",38.97,-89.41,"paired"
441,10220.00,20424.00,2117.00,"8/16/2016","2117",38.97,-89.41,"paired"
442,10221.00,20426.00,2117.00,"8/9/2017","2117",38.97,-89.41,"paired"
443,10221.00,20427.00,2117.00,"8/10/2017","2117",38.97,-89.41,"paired"
444,10224.00,20430.00,2146.00,"2015","F11",38.96,-89.21,"focal"
445,10223.00,20429.00,2146.00,"8/9/2013","F11",38.96,-89.21,"focal"
446,10223.00,20431.00,2146.00,"11/26/2013","F11",38.96,-89.21,"focal"
447,10222.00,20428.00,2146.00,"5/20/2014","F11",38.96,-89.21,"focal"
448,10222.00,20432.00,2146.00,"7/14/2014","F11",38.96,-89.21,"focal"
449,10225.00,20433.00,2153.00,"6/1/2016","2153",38.96,-88.97,"paired"
450,10225.00,20435.00,2153.00,"6/30/2016","2153",38.96,-88.97,"paired"
451,10225.00,20434.00,2153.00,"8/16/2016","2153",38.96,-88.97,"paired"
452,10226.00,20436.00,2153.00,"9/20/2017","2153",38.96,-88.97,"paired"
453,10227.00,20438.00,2168.00,"2013","F3",38.96,-89.55,"focal"
454,10228.00,20441.00,2168.00,"2014","F3",38.96,-89.55,"focal"
455,10229.00,20443.00,2168.00,"2015","F3",38.96,-89.55,"focal"
456,10227.00,20437.00,2168.00,"7/26/2013","F3",38.96,-89.55,"focal"
457,10227.00,20439.00,2168.00,"11/20/2013","F3",38.96,-89.55,"focal"
458,10228.00,20440.00,2168.00,"5/21/2014","F3",38.96,-89.55,"focal"
459,10228.00,20442.00,2168.00,"7/16/2014","F3",38.96,-89.55,"focal"
460,10229.00,20444.00,2168.00,"8/25/2015","F3",38.96,-89.55,"focal"
461,10230.00,20447.00,2182.00,"2013","2182",38.97,-89.06,"random"
462,10230.00,20446.00,2182.00,"5/23/2013","2182",38.97,-89.06,"random"
463,10230.00,20445.00,2182.00,"7/16/2013","2182",38.97,-89.06,"random"
464,10230.00,20448.00,2182.00,"11/26/2013","2182",38.97,-89.06,"random"
465,10231.00,20449.00,2186.00,"7/23/2014","2186",38.95,-89.04,"random"
466,10232.00,20450.00,2188.00,"7/26/2016","2188",38.95,-89.73,"random"
467,10233.00,20451.00,2219.00,"8/4/2016","2219",38.95,-89.57,"random"
468,10234.00,20452.00,2219.00,"6/22/2017","2219",38.95,-89.57,"random"
469,10236.00,20455.00,2232.00,"2013","2232",38.93,-89.34,"random"
470,10235.00,20453.00,2232.00,"2014","2232",38.93,-89.34,"random"
471,10236.00,20454.00,2232.00,"5/31/2013","2232",38.93,-89.34,"random"
472,10236.00,20456.00,2232.00,"7/1/2013","2232",38.93,-89.34,"random"
473,10237.00,20457.00,2240.00,"6/1/2016","2240",38.93,-89.42,"paired"
474,10237.00,20458.00,2240.00,"8/16/2016","2240",38.93,-89.42,"paired"
475,10336.00,20460.00,2240.00,"8/9/2017","2240",38.93,-89.42,"paired"
476,10336.00,20459.00,2240.00,"8/10/2017","2240",38.93,-89.42,"paired"
477,10237.00,20461.00,2240.00,"7/12/2016","2240 A",38.93,-89.42,"paired"
478,10238.00,20462.00,2240.00,"7/12/2016","2240 B",38.92,-89.42,"student research"
479,10239.00,20463.00,2261.00,"2013","2261",38.92,-89.20,"random"
480,10240.00,20466.00,2261.00,"2014","2261",38.92,-89.20,"random"
481,10239.00,20465.00,2261.00,"5/23/2013","2261",38.92,-89.20,"random"
482,10239.00,20464.00,2261.00,"7/8/2013","2261",38.92,-89.20,"random"
483,10239.00,20467.00,2261.00,"11/26/2013","2261",38.92,-89.20,"random"
484,10243.00,20470.00,2282.00,"2015","F12",38.92,-89.23,"focal"
485,10242.00,20469.00,2282.00,"8/9/2013","F12",38.92,-89.23,"focal"
486,10242.00,20471.00,2282.00,"11/26/2013","F12",38.92,-89.23,"focal"
487,10241.00,20468.00,2282.00,"5/20/2014","F12",38.92,-89.23,"focal"
488,10241.00,20472.00,2282.00,"7/14/2014","F12",38.92,-89.23,"focal"
489,10244.00,20473.00,2299.00,"6/15/2016","2299",38.93,-89.63,"random"
490,10245.00,20474.00,2303.00,"6/25/2014","2303",38.91,-89.57,"random"
491,10246.00,20475.00,2314.00,"7/29/2015","2314",38.91,-89.47,"random"
492,10247.00,20477.00,2319.00,"2017","2319",38.91,-89.76,"random"
493,10247.00,20478.00,2319.00,"8/2/2017","2319",38.91,-89.76,"random"
494,10248.00,20479.00,2341.00,"2015","2341",38.91,-89.57,"random"
495,10249.00,20481.00,2349.00,"6/5/2013","2349",38.90,-89.53,"random"
496,10249.00,20480.00,2349.00,"7/22/2013","2349",38.90,-89.53,"random"
497,10249.00,20482.00,2349.00,"11/20/2013","2349",38.90,-89.53,"random"
498,10250.00,20483.00,2353.00,"6/27/2016","2353 A",38.90,-89.48,"random"
499,10260.00,20484.00,2353.00,"6/27/2016","2353 B",38.90,-89.48,"student research"
500,10261.00,20485.00,2503.00,"6/27/2017","OL-03",39.00,-89.24,"student research"
501,10262.00,20486.00,2505.00,"2015","2505",38.85,-89.80,"random"
502,10263.00,20487.00,2505.00,"7/30/2014","2505",38.85,-89.80,"random"
503,10264.00,20488.00,2546.00,"2017","2546",38.84,-89.62,"random"
504,10264.00,20489.00,2546.00,"8/2/2017","2546",38.84,-89.62,"random"
505,10265.00,20490.00,2552.00,"2015","2552",38.84,-89.54,"random"
506,10265.00,20491.00,2552.00,"7/29/2015","2552",38.84,-89.54,"random"
507,10266.00,20492.00,2560.00,"8/9/2017","2560",38.84,-89.40,"random"
508,10267.00,20493.00,2565.00,"2015","2565",38.83,-89.65,"random"
509,10269.00,20495.00,2636.00,"2016","2636",38.81,-88.91,"random"
510,10268.00,20494.00,2636.00,"7/21/2014","2636",38.81,-88.91,"random"
511,10269.00,20496.00,2636.00,"6/29/2016","2636",38.81,-88.91,"random"
512,10270.00,20497.00,2647.00,"2016","2647",38.82,-89.42,"random"
513,10270.00,20498.00,2647.00,"6/23/2016","2647",38.82,-89.42,"random"
514,10271.00,20499.00,2664.00,"2014","2664",38.80,-88.84,"random"
515,10271.00,20500.00,2664.00,"7/21/2014","2664",38.80,-88.84,"random"
516,10272.00,20501.00,2668.00,"2013","2668",38.80,-89.50,"random"
517,10272.00,20503.00,2668.00,"6/5/2013","2668",38.80,-89.50,"random"
518,10272.00,20502.00,2668.00,"7/1/2013","2668",38.80,-89.50,"random"
519,10272.00,20504.00,2668.00,"11/18/2013","2668",38.80,-89.50,"random"
520,10274.00,20506.00,2732.00,"2013","2732",38.79,-89.42,"random"
521,10273.00,20507.00,2732.00,"2014","2732",38.79,-89.42,"random"
522,10273.00,20508.00,2732.00,"7/22/2013","2732",38.79,-89.42,"random"
523,10273.00,20509.00,2732.00,"11/18/2013","2732",38.79,-89.42,"random"
524,10273.00,20505.00,2732.00,"6/4/2014","2732",38.79,-89.42,"random"
525,10275.00,20510.00,2736.00,"9/26/2016","OI-15",38.80,-89.49,"mussel"
526,10275.00,20511.00,2736.00,"9/26/2016","OI-15",38.80,-89.49,"mussel"
527,10276.00,20512.00,2745.00,"7/25/2017","2745",38.78,-89.00,"random"
528,10277.00,20514.00,2756.00,"2013","2756",38.78,-88.97,"random"
529,10277.00,20513.00,2756.00,"5/31/2013","2756",38.78,-88.97,"random"
530,10277.00,20515.00,2756.00,"7/15/2013","2756",38.78,-88.97,"random"
531,10278.00,20516.00,2781.00,"7/21/2014","2781",38.78,-89.04,"ISWS"
532,10278.00,20517.00,2781.00,"7/29/2015","2781",38.78,-89.04,"ISWS"
533,10279.00,20518.00,2845.00,"7/25/2017","OK- Group",38.76,-88.93,"student research"
534,10280.00,20519.00,2858.00,"5/30/2013","2858",38.76,-88.94,"random"
535,10281.00,20520.00,2911.00,"8/2/2017","Highland Mainstem 1",38.74,-89.85,"student research"
536,10283.00,20523.00,2922.00,"2013","2922",38.74,-89.51,"random"
537,10282.00,20521.00,2922.00,"2014","2922",38.74,-89.51,"random"
538,10283.00,20524.00,2922.00,"7/22/2013","2922",38.74,-89.51,"random"
539,10283.00,20525.00,2922.00,"11/18/2013","2922",38.74,-89.51,"random"
540,10282.00,20522.00,2922.00,"6/4/2014","2922",38.74,-89.51,"random"
541,10284.00,20526.00,2953.00,"2014","2953",38.74,-89.40,"random"
542,10284.00,20527.00,2953.00,"6/24/2014","2953",38.74,-89.40,"random"
543,10285.00,20528.00,3107.00,"2013","3107",38.67,-88.90,"random"
544,10285.00,20530.00,3107.00,"7/11/2013","3107",38.67,-88.90,"random"
545,10286.00,20531.00,3126.00,"5/23/2013","3126",38.69,-89.64,"random"
546,10287.00,20532.00,3159.00,"2014","3159",38.67,-89.63,"random"
547,10287.00,20534.00,3159.00,"6/5/2014","3159",38.67,-89.63,"random"
548,10287.00,20533.00,3159.00,"6/27/2014","3159",38.67,-89.63,"random"
549,10288.00,20535.00,3337.00,"2015","3337",38.62,-89.75,"random"
550,10289.00,20536.00,3337.00,"7/30/2014","3337",38.62,-89.75,"random"
551,10290.00,20537.00,3380.00,"7/11/2013","3380",38.60,-88.89,"random"
552,10291.00,20538.00,3386.00,"2013","3386",38.62,-89.57,"random"
553,10292.00,20542.00,3386.00,"2014","3386",38.62,-89.57,"random"
554,10291.00,20541.00,3386.00,"5/28/2013","3386",38.62,-89.57,"random"
555,10291.00,20539.00,3386.00,"7/23/2013","3386",38.62,-89.57,"random"
556,10291.00,20540.00,3386.00,"11/18/2013","3386",38.62,-89.57,"random"
557,10293.00,20543.00,3461.00,"2016","3461",38.58,-88.91,"random"
558,10293.00,20544.00,3461.00,"6/28/2016","3461",38.58,-88.91,"random"
559,10294.00,20545.00,3496.00,"2013","3496",38.57,-89.45,"random"
560,10295.00,20547.00,3496.00,"2014","3496",38.57,-89.45,"random"
561,10294.00,20546.00,3496.00,"7/23/2013","3496",38.57,-89.45,"random"
562,10294.00,20548.00,3496.00,"11/18/2013","3496",38.57,-89.45,"random"
563,10296.00,20549.00,3563.00,"5/24/2013","3563",38.56,-89.96,"random"
564,10297.00,20550.00,3565.00,"7/29/2015","3565",38.56,-89.28,"ISWS"
565,10298.00,20551.00,3565.00,"7/22/2014","3565 A",38.56,-89.28,"ISWS"
566,10299.00,20552.00,3565.00,"7/22/2014","3565 B",38.56,-89.28,"student research"
567,10300.00,20554.00,3570.00,"5/29/2013","3570",38.56,-89.01,"random"
568,10300.00,20553.00,3570.00,"7/16/2013","3570",38.56,-89.01,"random"
569,10301.00,20555.00,3584.00,"6/23/2016","3584",38.56,-89.63,"random"
570,10302.00,20556.00,3593.00,"2016","3593",38.55,-89.94,"random"
571,10302.00,20557.00,3593.00,"6/22/2016","3593",38.55,-89.94,"random"
572,10303.00,20558.00,3621.00,"5/24/2013","3621",38.55,-89.64,"random"
573,10304.00,20559.00,3653.00,"2017","3653",38.54,-89.80,"random"
574,10304.00,20560.00,3653.00,"8/1/2017","3653",38.54,-89.80,"random"
575,10305.00,20561.00,3671.00,"2015","3671",38.56,-89.61,"random"
576,10306.00,20562.00,3841.00,"2015","3841",38.49,-89.02,"random"
577,10306.00,20563.00,3841.00,"7/30/2015","3841",38.49,-89.02,"random"
578,10307.00,20564.00,3963.00,"2014","3963",38.48,-89.15,"random"
579,10308.00,20565.00,3963.00,"5/29/2013","3963",38.48,-89.15,"random"
580,10308.00,20566.00,3963.00,"7/15/2013","3963",38.48,-89.15,"random"
581,10309.00,20567.00,4092.00,"2016","4092",38.46,-89.87,"random"
582,10309.00,20568.00,4092.00,"6/22/2016","4092",38.46,-89.87,"random"
583,10310.00,20569.00,4362.00,"2014","4362",38.41,-89.21,"random"
584,10310.00,20570.00,4362.00,"7/22/2014","4362",38.41,-89.21,"random"
585,10311.00,20571.00,4479.00,"2014","4479",38.38,-90.01,"random"
586,10311.00,20573.00,4479.00,"6/5/2014","4479",38.38,-90.01,"random"
587,10311.00,20572.00,4479.00,"7/1/2014","4479",38.38,-90.01,"random"
588,10312.00,20575.00,4504.00,"2014","4504",38.38,-90.08,"random"
589,10312.00,20574.00,4504.00,"6/9/2014","4504",38.38,-90.08,"random"
590,10312.00,20576.00,4504.00,"6/30/2014","4504",38.38,-90.08,"random"
591,10313.00,20577.00,4504.00,"6/22/2016","4504",38.38,-90.08,"random"
592,10314.00,20578.00,4532.00,"2015","4532",38.37,-89.27,"random"
593,10314.00,20579.00,4532.00,"7/21/2015","4532",38.37,-89.27,"random"
594,10315.00,20580.00,4563.00,"2014","4563",38.36,-90.08,"random"
595,10315.00,20582.00,4563.00,"6/9/2014","4563",38.36,-90.08,"random"
596,10315.00,20581.00,4563.00,"6/30/2014","4563",38.36,-90.08,"random"
597,10316.00,20584.00,4586.00,"6/5/2014","4586",38.36,-90.05,"random"
598,10316.00,20583.00,4586.00,"7/1/2014","4586",38.36,-90.05,"random"
599,10317.00,20585.00,4690.00,"8/1/2017","4690",38.36,-90.05,"random"
600,10318.00,20586.00,4865.00,"2014","4865",38.30,-89.97,"random"
601,10318.00,20587.00,4865.00,"7/1/2014","4865",38.30,-89.97,"random"
602,10319.00,20588.00,5001.00,"2015","5001",38.27,-89.51,"random"
603,10319.00,20589.00,5001.00,"7/22/2015","5001",38.27,-89.51,"random"
604,10320.00,20590.00,5056.00,"2014","5056",38.25,-90.02,"random"
605,10320.00,20591.00,5056.00,"6/9/2014","5056",38.25,-90.02,"random"
606,10320.00,20592.00,5056.00,"7/2/2014","5056",38.25,-90.02,"random"
607,10321.00,20593.00,5128.00,"2015","5128",38.24,-89.59,"random"
608,10321.00,20594.00,5128.00,"7/22/2015","5128",38.24,-89.59,"random"
609,10322.00,20595.00,5168.00,"7/2/2014","5168",38.23,-90.08,"random"
610,10323.00,20596.00,5234.00,"8/1/2017","5234",38.23,-89.88,"random"
611,10324.00,20597.00,5398.00,"7/23/2015","5398",38.16,-90.10,"random"
612,10326.00,20599.00,5424.00,"2014","5424",38.15,-89.97,"random"
613,10326.00,20600.00,5424.00,"6/9/2014","5424",38.15,-89.97,"random"
614,10327.00,20601.00,5455.00,"2014","5455",38.14,-90.04,"random"
615,10327.00,20602.00,5455.00,"7/2/2014","5455",38.14,-90.04,"random"
616,10328.00,20603.00,5667.00,"2015","5667",38.06,-89.89,"random"
617,10328.00,20604.00,5667.00,"7/23/2015","5667",38.06,-89.89,"random"
618,10329.00,20605.00,5764.00,"2015","5764",38.01,-89.85,"random"
619,10329.00,20606.00,5764.00,"7/22/2015","5764",38.01,-89.85,"random"
620,10330.00,20607.00,5770.00,"2015","5770",38.00,-89.88,"random"
621,10330.00,20608.00,5770.00,"7/22/2015","5770",38.00,-89.88,"random"
622,10337.00,20476.00,0.00,"6/24/2014","Trib to 2314",38.90,-89.47,"random"
