ID,Gap_Code,PU_Gap_Code,ReachName,Date,X,Y,Purpose
510,2636,kasky2636,2636,7/21/2014,38.81,-88.91,random
511,2636,kasky2636,2636,6/29/2016,38.81,-88.91,random
616,5667,kasky5667,5667,2015-07-01,38.06,-89.89,random
513,2647,kasky2647,2647,6/23/2016,38.82,-89.42,random
618,5764,kasky5764,5764,2015-07-01,38.01,-89.85,random
515,2664,kasky2664,2664,7/21/2014,38.8,-88.84,random
620,5770,kasky5770,5770,2015-07-01,38,-89.88,random
517,2668,kasky2668,2668,6/5/2013,38.8,-89.5,random
518,2668,kasky2668,2668,7/1/2013,38.8,-89.5,random
519,2668,kasky2668,2668,11/18/2013,38.8,-89.5,random
54,157,kasky157,157,2016-07-01,39.76,-88.6,paired
63,161,kasky161,161,2016-07-01,39.76,-88.63,paired
522,2732,kasky2732,2732,7/22/2013,38.79,-89.42,random
523,2732,kasky2732,2732,11/18/2013,38.79,-89.42,random
524,2732,kasky2732,2732,6/4/2014,38.79,-89.42,random
525,2736,kasky2736,OI-15,9/26/2016,38.8,-89.49,mussel
526,2736,kasky2736,OI-15,9/26/2016,38.8,-89.49,mussel
527,2745,kasky2745,2745,7/25/2017,38.78,-89,random
137,716,kasky716,716,2016-07-01,39.47,-88.64,random
529,2756,kasky2756,2756,5/31/2013,38.78,-88.97,random
530,2756,kasky2756,2756,7/15/2013,38.78,-88.97,random
531,2781,kasky2781,2781,7/21/2014,38.78,-89.04,ISWS
532,2781,kasky2781,2781,7/29/2015,38.78,-89.04,ISWS
533,2845,kasky2845,OK- Group,7/25/2017,38.76,-88.93,student_research
534,2858,kasky2858,2858,5/30/2013,38.76,-88.94,random
535,2911,kasky2911,Highland Mainstem 1,8/2/2017,38.74,-89.85,student_research
155,786,kasky786,786,2016-07-01,39.42,-88.91,paired
190,939,kasky939,939,2016-07-01,39.32,-88.93,paired
538,2922,kasky2922,2922,7/22/2013,38.74,-89.51,random
539,2922,kasky2922,2922,11/18/2013,38.74,-89.51,random
540,2922,kasky2922,2922,6/4/2014,38.74,-89.51,random
204,957,kasky957,957,2016-07-01,39.31,-88.93,paired
542,2953,kasky2953,2953,6/24/2014,38.74,-89.4,random
238,1123,kasky1123,1123,2016-07-01,39.26,-89.42,random
544,3107,kasky3107,3107,7/11/2013,38.67,-88.9,random
545,3126,kasky3126,3126,5/23/2013,38.69,-89.64,random
272,1237,kasky1237,1237,2016-07-01,39.23,-89.18,paired
547,3159,kasky3159,3159,6/5/2014,38.67,-89.63,random
548,3159,kasky3159,3159,6/27/2014,38.67,-89.63,random
296,1346,kasky1346,1346,2016-07-01,39.2,-89.51,random
550,3337,kasky3337,3337,7/30/2014,38.62,-89.75,random
551,3380,kasky3380,3380,7/11/2013,38.6,-88.89,random
321,1517,kasky1517,1517,2016-07-01,39.15,-89.25,paired
344,1609,kasky1609,1609,2016-07-01,39.14,-89.29,paired
554,3386,kasky3386,3386,5/28/2013,38.62,-89.57,random
555,3386,kasky3386,3386,7/23/2013,38.62,-89.57,random
556,3386,kasky3386,3386,11/18/2013,38.62,-89.57,random
362,1668,kasky1668,1668,2016-07-01,39.11,-89.28,paired
558,3461,kasky3461,3461,6/28/2016,38.58,-88.91,random
420,2095,kasky2095,2095,2016-07-01,38.99,-89.02,paired
509,2636,kasky2636,2636,2016-07-01,38.81,-88.91,random
561,3496,kasky3496,3496,7/23/2013,38.57,-89.45,random
562,3496,kasky3496,3496,11/18/2013,38.57,-89.45,random
563,3563,kasky3563,3563,5/24/2013,38.56,-89.96,random
564,3565,kasky3565,3565,7/29/2015,38.56,-89.28,ISWS
565,3565,kasky3565,3565 A,7/22/2014,38.56,-89.28,ISWS
566,3565,kasky3565,3565 B,7/22/2014,38.56,-89.28,student_research
567,3570,kasky3570,3570,5/29/2013,38.56,-89.01,random
568,3570,kasky3570,3570,7/16/2013,38.56,-89.01,random
569,3584,kasky3584,3584,6/23/2016,38.56,-89.63,random
512,2647,kasky2647,2647,2016-07-01,38.82,-89.42,random
571,3593,kasky3593,3593,6/22/2016,38.55,-89.94,random
572,3621,kasky3621,3621,5/24/2013,38.55,-89.64,random
557,3461,kasky3461,3461,2016-07-01,38.58,-88.91,random
574,3653,kasky3653,3653,8/1/2017,38.54,-89.8,random
570,3593,kasky3593,3593,2016-07-01,38.55,-89.94,random
581,4092,kasky4092,4092,2016-07-01,38.46,-89.87,random
577,3841,kasky3841,3841,7/30/2015,38.49,-89.02,random
11,12,kasky12,Copper 12,2017-07-01,40.08,-88.32,copper
579,3963,kasky3963,3963,5/29/2013,38.48,-89.15,random
580,3963,kasky3963,3963,7/15/2013,38.48,-89.15,random
24,19,kasky19,Copper 4,2017-07-01,40.07,-88.34,copper
582,4092,kasky4092,4092,6/22/2016,38.46,-89.87,random
41,52,kasky52,Copper 6,2017-07-01,39.91,-88.33,copper
584,4362,kasky4362,4362,7/22/2014,38.41,-89.21,random
44,60,kasky60,Copper 10,2017-07-01,39.9,-88.52,copper
586,4479,kasky4479,4479,6/5/2014,38.38,-90.01,random
587,4479,kasky4479,4479,7/1/2014,38.38,-90.01,random
55,157,kasky157,157,2017-07-01,39.76,-88.6,paired
589,4504,kasky4504,4504,6/9/2014,38.38,-90.08,random
590,4504,kasky4504,4504,6/30/2014,38.38,-90.08,random
591,4504,kasky4504,4504,6/22/2016,38.38,-90.08,random
64,161,kasky161,161,2017-07-01,39.76,-88.63,paired
593,4532,kasky4532,4532,7/21/2015,38.37,-89.27,random
124,421,kasky421,421,2017-07-01,39.6,-88.74,random
595,4563,kasky4563,4563,6/9/2014,38.36,-90.08,random
596,4563,kasky4563,4563,6/30/2014,38.36,-90.08,random
597,4586,kasky4586,4586,6/5/2014,38.36,-90.05,random
598,4586,kasky4586,4586,7/1/2014,38.36,-90.05,random
599,4690,kasky4690,4690,8/1/2017,38.36,-90.05,random
143,761,kasky761,761,2017-07-01,39.46,-88.86,paired
601,4865,kasky4865,4865,7/1/2014,38.3,-89.97,random
233,1065,kasky1065,1065,2017-07-01,39.28,-89.57,random
603,5001,kasky5001,5001,7/22/2015,38.27,-89.51,random
239,1123,kasky1123,1123,2017-07-01,39.26,-89.42,random
605,5056,kasky5056,5056,6/9/2014,38.25,-90.02,random
606,5056,kasky5056,5056,7/2/2014,38.25,-90.02,random
297,1346,kasky1346,1346,2017-07-01,39.2,-89.51,random
608,5128,kasky5128,5128,7/22/2015,38.24,-89.59,random
609,5168,kasky5168,5168,7/2/2014,38.23,-90.08,random
610,5234,kasky5234,5234,8/1/2017,38.23,-89.88,random
611,5398,kasky5398,5398,7/23/2015,38.16,-90.1,random
439,2117,kasky2117,2117,2017-07-01,38.97,-89.41,paired
613,5424,kasky5424,5424,6/9/2014,38.15,-89.97,random
492,2319,kasky2319,2319,2017-07-01,38.91,-89.76,random
615,5455,kasky5455,5455,7/2/2014,38.14,-90.04,random
503,2546,kasky2546,2546,2017-07-01,38.84,-89.62,random
617,5667,kasky5667,5667,7/23/2015,38.06,-89.89,random
573,3653,kasky3653,3653,2017-07-01,38.54,-89.8,random
619,5764,kasky5764,5764,7/22/2015,38.01,-89.85,random
6,12,kasky12,12,2013-07-01,40.11,-88.28,random
621,5770,kasky5770,5770,7/22/2015,38,-89.88,random
622,XXXX,kaskyXXXX,Trib to 2314,6/24/2014,38.9,-89.47,random
623,1009,kasky1009,kasky1009,2018-07-10,39.30039,-88.65669,random
624,1025,kasky1025,kasky1025,2018-09-11,39.2981,-89.15934,paired
625,1077,kasky1077,kasky1077,2018-08-07,39.290294,-89.43819297,random
626,1143,kasky1143,kasky1143,2018-08-08,39.274019,-88.749428,random
627,1237,kasky1237,kasky1237,2018-09-12,39.23206,-89.18685,paired
628,124,kasky124,kasky124,2018-07-12,39.80687,-88.69678,random
629,1263,kasky1263,kasky1263,2018-09-19,39.223472,-88.841306,less_disturbed
630,1295,kasky1295,kasky1295,2018-10-01,39.21536,-89.03,less_disturbed
631,1349,kasky1349,kasky1349,2018-08-01,39.207287,-89.34455,random
632,1380,kasky1380,kasky1380,2018-07-24,38.90269,-88.99461,random
633,1392,kasky1392,kasky1392,2018-09-30,39.18847,-89.25801,paired
634,1474,kasky1474,kasky1474,2018-08-07,39.173198,-89.361519,random
635,1517,kasky1517,kasky1517,2018-10-01,39.15395,-89.25558,paired
636,157,kasky157,kasky157,2018-08-14,39.76281,-88.60593,paired
637,1609,kasky1609,kasky1609,2018-09-20,39.14425,-89.29864,paired
638,161,kasky161,kasky161,2018-08-14,39.76832,-88.63437,paired
639,1668,kasky1668,kasky1668,2018-09-20,39.11486,-89.28355,paired
640,1749,kasky1749,kasky1749,2018-07-17,39.08903,-89.05132,random
641,2095,kasky2095,kasky2095,2018-10-08,38.99487,-89.02847,paired
642,2117,kasky2117,kasky2117,2018-09-25,38.97842,-89.41808,paired
643,2153,kasky2153,kasky2153,2018-10-09,38.96928,-88.97886,paired
644,2240,kasky2240,kasky2240,2018-09-25,38.93037,-89.42901,paired
645,2288,kasky2288,kasky2288,2018-08-13,38.917032,-88.862607,random
646,2337,kasky2337,kasky2337,2018-07-18,38.90269,-88.99461,random
647,3008,kasky3008,kasky3008,2018-07-23,38.722016,-88.980283,random
648,3014,kasky3014,kasky3014,2018-10-09,38.711167,-89.03075,less_disturbed
649,3340,kasky3340,kasky3340,2018-09-14,38.616367,-89.779822,random
650,3955,kasky3955,kasky3955,2018-09-26,40.08518,-88.19973,less_disturbed
651,4078,kasky4078,kasky4078,2018-08-27,38.37355,-90.12341,random
652,4535,kasky4535,kasky4535,2018-08-27,38.373525,-90.123023,random
653,5104,kasky5104,kasky5104,2018-08-29,38.249,-89.83604,random
654,5714,kasky5714,kasky5714,2018-08-28,38.04623,-89.89252,random
655,761,kasky761,kasky761,2018-08-22,39.46358,-88.86478,paired
656,786,kasky786,kasky786,2018-08-22,39.42051,-88.91116,paired
657,843,kasky843,kasky843,2018-07-11,39.3747,-88.62891,random
658,85,kasky85,kasky85,2018-07-05,39.857375,-88.495861,random
659,895,kasky895,kasky895,2018-08-02,39.343078,-89.382271,random
660,939,kasky939,kasky939,2018-08-23,39.32577,-88.932,paired
661,957,kasky957,kasky957,2018-08-23,39.31557,-88.93636,paired
662,985,kasky985,kasky985,2018-07-31,39.308822,-89.578491,random
